-9.068331785227843334e-01,-2.938204395558223769e-01,4.665071915573921757e-01,-2.392132515413489813e-01,9.105800543229027877e-01
-5.505509713085017243e-01,6.269846414503876808e-01,-4.736908507862478412e-01,-3.536990217651840851e-01,5.828460917967084320e-01
-6.335529834955304640e-01,1.259209075436484859e-01,-4.736908507862478412e-01,-3.536990217651840851e-01,5.828460917967084320e-01
9.487391832584977092e-01,1.172909556098638006e-01,-6.578417418464965749e-01,-4.937956306655939542e-01,7.555733451932589162e-02
-7.380948342394968442e-01,1.172909556098638006e-01,-6.578417418464965749e-01,-4.937956306655939542e-01,7.555733451932589162e-02
9.487391832584977092e-01,1.172909556098638006e-01,-1.440321710966661062e-01,1.659373719241221679e-01,-9.600399440827973585e-01
-7.380948342394968442e-01,-6.016230422780357578e-01,-1.440321710966661062e-01,1.659373719241221679e-01,-9.600399440827973585e-01
9.487391832584977092e-01,-6.016230422780357578e-01,-6.578417418464965749e-01,1.659373719241221679e-01,-9.600399440827973585e-01
9.487391832584977092e-01,-6.016230422780357578e-01,-1.440321710966661062e-01,1.659373719241221679e-01,-9.600399440827973585e-01
-6.335529834955304640e-01,1.259209075436484859e-01,-1.440321710966661062e-01,1.659373719241221679e-01,7.555733451932589162e-02
